Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon,Lat/Lon
,KW Boxberg,2470.0,1.0,DE,,,STUR,LIG,0.385,8.0,6.0,0.0020128824,0.0020128824,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,,,,,,,
,KW Jänschwalde,2000.0,1.0,DE,,,STUR,LIG,0.385,8.0,6.0,0.0028058361,0.0028058361,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,,,,,,,
,KW Lippendorf,1782.0,1.0,DE,,,STUR,LIG,0.385,8.0,6.0,0.0028058361,0.0028058361,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,,,,,,,
,KW Schwarze Pumpe,1510.0,1.0,DE,,,STUR,LIG,0.385,8.0,6.0,0.0032808399,0.0032808399,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,,,,,,,
,PSW Goldisthal,1060.0,1.0,DE,,,HPHS,WAT,0.86,0.0,0.0,0.2830188679,0.2830188679,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,8050.0,0.0,1060.0,0.86,,,,,,,,
,PSW Markersbach,960.0,1.0,DE,,,HPHS,WAT,0.86,0.0,0.0,0.3042596349,0.3042596349,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,3179.476793248945,0.0,960.0,0.86,,,,,,,,
,Schkopau,900.0,1.0,DE,,,STUR,LIG,0.385,8.0,6.0,0.0055555556,0.0055555556,136849.915,,0.0,0.3,0.385,7.0,1.0,,,,,,,,,,,,,,,,,,,,
,Energiepark Witznitz,602.0,1.0,DE,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,HKW Reuter West,564.0,1.0,DE,,,STUR,HRD,0.395,8.0,6.0,0.0088652482,0.0088652482,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,Kraftwerk Rostock,514.0,1.0,DE,,,STUR,HRD,0.395,8.0,6.0,0.0097276265,0.0097276265,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,UW Bertikow Wind,475.0,1.0,DE,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,HKW Mitte,444.0,1.0,DE,,,COMC,GAS,0.525,5.0,1.0,0.0251576577,0.0251576577,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Arkona,378.0,1.0,DE,,,WTOF,WIN,1.0,0.0,0.0,0.35,0.35,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Industriekraftwerk PCK,359.0,1.0,DE,,,STUR,OIL,0.41,8.0,6.0,0.0139275766,0.0139275766,35280.965,,0.0,0.3,0.41,7.0,0.79,,,,,,,,,,,,,,,,,,,,
,Wikinger_Prod,350.0,1.0,DE,,,WTOF,WIN,1.0,0.0,0.0,0.4166666667,0.4166666667,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
