Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon,Lat/Lon
,generators offwind,1549.8000000000002,1,BE,,,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators offwind-ac,1738.1990459051528,1,BE,,,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators offwind-dc,4712.000935360555,1,BE,,,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators onwind,7247.152421037788,1,BE,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators ror,59.015339742579165,1,BE,,,HROR,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators solar,12000.04068685896,1,BE,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators solar rooftop,36199.94280674063,1,BE,,,PHOT,SUN,1.0,0.0,0.0,0.0230804739,0.0230804739,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 Electrolysis_1,3463.7993506614735,1,BE,,,PEME,ELE,0.7,2.25,1.0,0.6,0.6,20.0,6.0,3.5,0.2,0.55,0.083333333,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 Electrolysis_2,1731.8996753307367,1,BE,,,ALKE,ELE,0.7875000000000001,7.0,4.5,0.175,0.175,100.0,12.5,9.0,0.3,0.575,1.0,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 Electrolysis_3,865.9498376653684,1,BE,,,SOXE,ELE,0.9624999999999999,14.0,7.0,0.06,0.06,400.0,25.0,15.0,0.4,0.7,2.0,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_1,1918.4265698954193,1,BE,,,PEFC,HYD,0.7,0.5,1.05,0.6,0.6,30.0,7.5,6.0,0.2,0.44,0.083333333,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_2,959.2132849477097,1,BE,,,SOFC,HYD,0.75,14.0,7.0,0.075,0.075,300.0,19.0,12.0,0.3,0.54,1.0,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_3,479.60664247385483,1,BE,,,MCFC,HYD,0.7250000000000001,24.0,14.0,0.065,0.065,600.0,31.0,18.0,0.35,0.49,4.0,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_4,239.80332123692742,1,BE,,,PAFC,HYD,0.675,7.0,3.5,0.25,0.25,200.0,15.5,9.0,0.25,0.39,0.5,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_5,119.90166061846371,1,BE,,,ALFC,HYD,0.75,4.5,2.25,0.375,0.375,100.0,10.0,6.0,0.3,0.49,100.0,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 Fuel Cell_6,59.950830309231854,1,BE,,,REFC,HYD,0.675,2.25,1.1,0.25,0.25,60.0,7.5,6.0,0.25,0.44,0.166666667,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_1,1909.194751830642,1,BE,,,GTUR,HYD,0.4,5.0,1.0,0.085923077,0.085923077,112542.12,0.0,0.0,0.2,0.525,1.0,0.65,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_2,954.597375915321,1,BE,,,COMC,HYD,0.525,5.0,1.0,0.0112261307,0.0112261307,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_3,477.2986879576605,1,BE,,,ICEN,HYD,0.421,,,0.0572,0.0572,1200.0,85.0,0.0,0.8581,0.4063,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,links Haber-Bosch,0.0125625664788733,1,BE,,,HBBS,ELE,0.875,168.0,72.0,0.6,0.6,4000.0,37.5,30.0,0.6,0.6,12.0,0.0,,,,,,,,,,,,,,,,,,,,
,links V2G,34022.65295,1,BE,,,BEVS,ELE,0.95,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,,,,,,,,,238158.57065,0.0,2276.0,0.95,,,,,,,,
,links ammonia cracker,2.106992909385044,1,BE,,,P2BS,ELE,0.5,24.0,12.0,0.03,0.03,500.0,15.0,17.5,0.35,0.35,4.0,0.0,,,,,,,,,,,,,,,,,,,,
