Country,Dispa-SET_Code,Full_Standard_Time_Url_Country_Base,Time_Zone_Country_Code,Data_Year,Universal_Standard_Time,Western_European_Time,Central_European_Time,Eastern_European_Time,Raw_Data_File_Path,1h,30min,15min
Austria,AT,https://transparency.entsoe.eu/generation/r2/actualGenerationPerProductionType/show?name=&defaultValue=false&viewType=TABLE&areaType=CTY&atch=false&datepicker-day-offset-select-dv-date-from_input=D&dateTime.dateTime=01.01.2023+00:00|CET|DAYTIMERANGE&dateTime.endDateTime=01.01.2023+00:00|CET|DAYTIMERANGE&area.values=CTY|10YAT-APG------L!CTY|10YAT-APG------L&productionType.values=B01&productionType.values=B02&productionType.values=B03&productionType.values=B04&productionType.values=B05&productionType.values=B06&productionType.values=B07&productionType.values=B08&productionType.values=B09&productionType.values=B10&productionType.values=B11&productionType.values=B12&productionType.values=B13&productionType.values=B14&productionType.values=B20&productionType.values=B15&productionType.values=B16&productionType.values=B17&productionType.values=B18&productionType.values=B19&showConsumption.values=SHOW_CONSUMPTION&dateTime.timezone=CET_CEST&dateTime.timezone_input=CET+(UTC+1)+/+CEST+(UTC+2),CET+(UTC+1)+/+CEST+(UTC+2),2023,UTC,WET_WEST,CET_CEST,EET_EST,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/AT.csv,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/AT/1h/2023.csv,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/AT/30min/2023.csv,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/AT/15min/2023.csv
Belgium,BE,https://transparency.entsoe.eu/generation/r2/actualGenerationPerProductionType/show?name=&defaultValue=false&viewType=TABLE&areaType=CTY&atch=false&datepicker-day-offset-select-dv-date-from_input=D&dateTime.dateTime=01.01.2023+00:00|CET|DAYTIMERANGE&dateTime.endDateTime=01.01.2023+00:00|CET|DAYTIMERANGE&area.values=CTY|10YBE----------2!CTY|10YBE----------2&productionType.values=B01&productionType.values=B02&productionType.values=B03&productionType.values=B04&productionType.values=B05&productionType.values=B06&productionType.values=B07&productionType.values=B08&productionType.values=B09&productionType.values=B10&productionType.values=B11&productionType.values=B12&productionType.values=B13&productionType.values=B14&productionType.values=B20&productionType.values=B15&productionType.values=B16&productionType.values=B17&productionType.values=B18&productionType.values=B19&showConsumption.values=SHOW_CONSUMPTION&dateTime.timezone=CET_CEST&dateTime.timezone_input=CET+(UTC+1)+/+CEST+(UTC+2),CET+(UTC+1)+/+CEST+(UTC+2),2023,UTC,WET_WEST,CET_CEST,EET_EST,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/BE.csv,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/BE/1h/2023.csv,,
Bulgaria,BG,https://transparency.entsoe.eu/generation/r2/actualGenerationPerProductionType/show?name=&defaultValue=false&viewType=TABLE&areaType=CTY&atch=false&datepicker-day-offset-select-dv-date-from_input=D&dateTime.dateTime=01.01.2023+00:00|EET|DAYTIMERANGE&dateTime.endDateTime=01.01.2023+00:00|EET|DAYTIMERANGE&area.values=CTY|10YCA-BULGARIA-R!CTY|10YCA-BULGARIA-R&productionType.values=B01&productionType.values=B02&productionType.values=B03&productionType.values=B04&productionType.values=B05&productionType.values=B06&productionType.values=B07&productionType.values=B08&productionType.values=B09&productionType.values=B10&productionType.values=B11&productionType.values=B12&productionType.values=B13&productionType.values=B14&productionType.values=B20&productionType.values=B15&productionType.values=B16&productionType.values=B17&productionType.values=B18&productionType.values=B19&showConsumption.values=SHOW_CONSUMPTION&dateTime.timezone=EET_EEST&dateTime.timezone_input=EET+(UTC+2)+/+EEST+(UTC+3),EET+(UTC+2)+/+EEST+(UTC+3),2023,UTC,WET_WEST,CET_CEST,EET_EST,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/BG.csv,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/BG/1h/2023.csv,,
Switzerland,CH,https://transparency.entsoe.eu/generation/r2/actualGenerationPerProductionType/show?name=&defaultValue=false&viewType=TABLE&areaType=CTY&atch=false&datepicker-day-offset-select-dv-date-from_input=D&dateTime.dateTime=01.01.2023+00:00|CET|DAYTIMERANGE&dateTime.endDateTime=01.01.2023+00:00|CET|DAYTIMERANGE&area.values=CTY|10YCH-SWISSGRIDZ!CTY|10YCH-SWISSGRIDZ&productionType.values=B01&productionType.values=B02&productionType.values=B03&productionType.values=B04&productionType.values=B05&productionType.values=B06&productionType.values=B07&productionType.values=B08&productionType.values=B09&productionType.values=B10&productionType.values=B11&productionType.values=B12&productionType.values=B13&productionType.values=B14&productionType.values=B20&productionType.values=B15&productionType.values=B16&productionType.values=B17&productionType.values=B18&productionType.values=B19&showConsumption.values=SHOW_CONSUMPTION&dateTime.timezone=CET_CEST&dateTime.timezone_input=CET+(UTC+1)+/+CEST+(UTC+2),CET+(UTC+1)+/+CEST+(UTC+2),2023,UTC,WET_WEST,CET_CEST,EET_EST,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/CH.csv,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/CH/1h/2023.csv,,
Cyprus,CY,https://transparency.entsoe.eu/generation/r2/actualGenerationPerProductionType/show?name=&defaultValue=false&viewType=TABLE&areaType=CTY&atch=false&datepicker-day-offset-select-dv-date-from_input=D&dateTime.dateTime=01.01.2023+00:00|EET|DAYTIMERANGE&dateTime.endDateTime=01.01.2023+00:00|EET|DAYTIMERANGE&area.values=CTY|10YCY-1001A0003J!CTY|10YCY-1001A0003J&productionType.values=B01&productionType.values=B02&productionType.values=B03&productionType.values=B04&productionType.values=B05&productionType.values=B06&productionType.values=B07&productionType.values=B08&productionType.values=B09&productionType.values=B10&productionType.values=B11&productionType.values=B12&productionType.values=B13&productionType.values=B14&productionType.values=B20&productionType.values=B15&productionType.values=B16&productionType.values=B17&productionType.values=B18&productionType.values=B19&showConsumption.values=SHOW_CONSUMPTION&dateTime.timezone=EET_EEST&dateTime.timezone_input=EET+(UTC+2)+/+EEST+(UTC+3),EET+(UTC+2)+/+EEST+(UTC+3),2023,UTC,WET_WEST,CET_CEST,EET_EST,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/CY.csv,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/CY/1h/2023.csv,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/CY/30min/2023.csv,
Czech Republic,CZ,https://transparency.entsoe.eu/generation/r2/actualGenerationPerProductionType/show?name=&defaultValue=false&viewType=TABLE&areaType=CTY&atch=false&datepicker-day-offset-select-dv-date-from_input=D&dateTime.dateTime=01.01.2023+00:00|CET|DAYTIMERANGE&dateTime.endDateTime=01.01.2023+00:00|CET|DAYTIMERANGE&area.values=CTY|10YCZ-CEPS-----N!CTY|10YCZ-CEPS-----N&productionType.values=B01&productionType.values=B02&productionType.values=B03&productionType.values=B04&productionType.values=B05&productionType.values=B06&productionType.values=B07&productionType.values=B08&productionType.values=B09&productionType.values=B10&productionType.values=B11&productionType.values=B12&productionType.values=B13&productionType.values=B14&productionType.values=B20&productionType.values=B15&productionType.values=B16&productionType.values=B17&productionType.values=B18&productionType.values=B19&showConsumption.values=SHOW_CONSUMPTION&dateTime.timezone=CET_CEST&dateTime.timezone_input=CET+(UTC+1)+/+CEST+(UTC+2),CET+(UTC+1)+/+CEST+(UTC+2),2023,UTC,WET_WEST,CET_CEST,EET_EST,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/CZ.csv,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/CZ/1h/2023.csv,,
Germany,DE,https://transparency.entsoe.eu/generation/r2/actualGenerationPerProductionType/show?name=&defaultValue=false&viewType=TABLE&areaType=CTY&atch=false&datepicker-day-offset-select-dv-date-from_input=D&dateTime.dateTime=01.01.2023+00:00|CET|DAYTIMERANGE&dateTime.endDateTime=01.01.2023+00:00|CET|DAYTIMERANGE&area.values=CTY|10Y1001A1001A83F!CTY|10Y1001A1001A83F&productionType.values=B01&productionType.values=B02&productionType.values=B03&productionType.values=B04&productionType.values=B05&productionType.values=B06&productionType.values=B07&productionType.values=B08&productionType.values=B09&productionType.values=B10&productionType.values=B11&productionType.values=B12&productionType.values=B13&productionType.values=B14&productionType.values=B20&productionType.values=B15&productionType.values=B16&productionType.values=B17&productionType.values=B18&productionType.values=B19&showConsumption.values=SHOW_CONSUMPTION&dateTime.timezone=CET_CEST&dateTime.timezone_input=CET+(UTC+1)+/+CEST+(UTC+2),CET+(UTC+1)+/+CEST+(UTC+2),2023,UTC,WET_WEST,CET_CEST,EET_EST,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/DE.csv,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/DE/1h/2023.csv,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/DE/30min/2023.csv,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/DE/15min/2023.csv
Denmark,DK,https://transparency.entsoe.eu/generation/r2/actualGenerationPerProductionType/show?name=&defaultValue=false&viewType=TABLE&areaType=CTY&atch=false&datepicker-day-offset-select-dv-date-from_input=D&dateTime.dateTime=01.01.2023+00:00|CET|DAYTIMERANGE&dateTime.endDateTime=01.01.2023+00:00|CET|DAYTIMERANGE&area.values=CTY|10Y1001A1001A65H!CTY|10Y1001A1001A65H&productionType.values=B01&productionType.values=B02&productionType.values=B03&productionType.values=B04&productionType.values=B05&productionType.values=B06&productionType.values=B07&productionType.values=B08&productionType.values=B09&productionType.values=B10&productionType.values=B11&productionType.values=B12&productionType.values=B13&productionType.values=B14&productionType.values=B20&productionType.values=B15&productionType.values=B16&productionType.values=B17&productionType.values=B18&productionType.values=B19&showConsumption.values=SHOW_CONSUMPTION&dateTime.timezone=CET_CEST&dateTime.timezone_input=CET+(UTC+1)+/+CEST+(UTC+2),CET+(UTC+1)+/+CEST+(UTC+2),2023,UTC,WET_WEST,CET_CEST,EET_EST,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/DK.csv,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/DK/1h/2023.csv,,
Estonia,EE,https://transparency.entsoe.eu/generation/r2/actualGenerationPerProductionType/show?name=&defaultValue=false&viewType=TABLE&areaType=CTY&atch=false&datepicker-day-offset-select-dv-date-from_input=D&dateTime.dateTime=01.01.2023+00:00|EET|DAYTIMERANGE&dateTime.endDateTime=01.01.2023+00:00|EET|DAYTIMERANGE&area.values=CTY|10Y1001A1001A39I!CTY|10Y1001A1001A39I&productionType.values=B01&productionType.values=B02&productionType.values=B03&productionType.values=B04&productionType.values=B05&productionType.values=B06&productionType.values=B07&productionType.values=B08&productionType.values=B09&productionType.values=B10&productionType.values=B11&productionType.values=B12&productionType.values=B13&productionType.values=B14&productionType.values=B20&productionType.values=B15&productionType.values=B16&productionType.values=B17&productionType.values=B18&productionType.values=B19&showConsumption.values=SHOW_CONSUMPTION&dateTime.timezone=EET_EEST&dateTime.timezone_input=EET+(UTC+2)+/+EEST+(UTC+3),EET+(UTC+2)+/+EEST+(UTC+3),2023,UTC,WET_WEST,CET_CEST,EET_EST,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/EE.csv,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/EE/1h/2023.csv,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/EE/30min/2023.csv,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/EE/15min/2023.csv
Greece,EL,https://transparency.entsoe.eu/generation/r2/actualGenerationPerProductionType/show?name=&defaultValue=false&viewType=TABLE&areaType=CTY&atch=false&datepicker-day-offset-select-dv-date-from_input=D&dateTime.dateTime=01.01.2023+00:00|EET|DAYTIMERANGE&dateTime.endDateTime=01.01.2023+00:00|EET|DAYTIMERANGE&area.values=CTY|10YGR-HTSO-----Y!CTY|10YGR-HTSO-----Y&productionType.values=B01&productionType.values=B02&productionType.values=B03&productionType.values=B04&productionType.values=B05&productionType.values=B06&productionType.values=B07&productionType.values=B08&productionType.values=B09&productionType.values=B10&productionType.values=B11&productionType.values=B12&productionType.values=B13&productionType.values=B14&productionType.values=B20&productionType.values=B15&productionType.values=B16&productionType.values=B17&productionType.values=B18&productionType.values=B19&showConsumption.values=SHOW_CONSUMPTION&dateTime.timezone=EET_EEST&dateTime.timezone_input=EET+(UTC+2)+/+EEST+(UTC+3),EET+(UTC+2)+/+EEST+(UTC+3),2023,UTC,WET_WEST,CET_CEST,EET_EST,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/EL.csv,/home/ray/Dispa-SET_Unleash/RawData/OutageFactors/Raw_Data_Sources/2023/EL/1h/2023.csv,,
